row,subject,structure,text
8076,3_technical,2_copyedit,mM (milli molar)
8077,3_technical,4_specific,You could be more specific. What is the process affected by Martin’s IGR?
8078,3_technical,2_copyedit,Need alpha value
8079,3_technical,2_copyedit,2% water agar
8080,2_writing,2_copyedit,Rewrite all this section. Why did you say that a statistical test must be done if you actually did it?
8081,2_writing,4_specific,You don’t need many details about the methods in this section. In the Abstract just summarize the most important things of the methods and that’s it.
8082,4_logic,4_specific,"For this type of hypothesis after the “if” you should mention what you would like to test (in this case, the effect of the Martin’s IGR on growth) and after the “then” your prediction."
8083,3_technical,4_specific,What statistical test did you run?
8084,3_technical,4_specific,"This is a simplified way of seeing this process. The membrane potential is the result of the efflux of K+ ions and the small influx of Na+ ions, through the leak channels. The movement of this ions is passive and it is determined by the electrochemical gradients. Having more K+ inside the cell creates the chemical gradient for this ion, which facilitates the outflux of this ion. The outflux of positive charges causes the negative potential"
8085,3_technical,4_specific,Need to show the data and give the p value for both dependent variables you discuss
8086,3_technical,3_general,"Some comments I only marked once. For example, when I said to use the actual word “percentage” instead of the symbol “%,” be sure to apply it to the whole report."
8087,3_technical,2_copyedit,Hill reaction assay
8088,2_writing,2_copyedit,Nooo!!! We never prove things in science (no matter how hard we try…).
8089,3_technical,4_specific,This should be included in the results. Those are the main observations and that is part of the results.
8090,2_writing,2_copyedit,You already said this in the methods
8091,3_technical,4_specific,Which statistical test did you perform?
8092,3_technical,2_copyedit,Give the mL added to the food and the percent concentration
8093,3_technical,2_copyedit,How many?
8094,3_technical,3_general,This can be removed. A report rarely includes too much information about statistical tests other than what was used and the p-value obtained from it.
8095,3_technical,4_specific,Which leg?  During control or treatment?
8096,3_technical,4_specific,"You don’t need to mention the value because we can see that in the figure and you also mentioned in the text. However, if you still want to mention the mean, then it has to be accompanied by the standard deviation."
8097,3_technical,4_specific,Did I give you guys more data? Put the total number of frogs used for analysis here
8098,3_technical,3_general,You don’t need to include this statement about variables (I know the resource guide asks for it) if you don’t wish to.
8099,2_writing,4_specific,Make sure to include what you concluded (from your discussion).
8100,4_logic,3_general,No need to mention sources of error unless you have evidence that it actually affected the outcome
8101,2_writing,2_copyedit,Either “We hypothesize that…” or “We predict that…”
8102,2_writing,2_copyedit,fewer
8103,3_technical,2_copyedit,About 50µL
8104,3_technical,4_specific,Put more here. Describe some of your values. Which groups were significantly different from each other?
8105,2_writing,3_general,Methods should be written in past tense
8106,2_writing,2_copyedit,This is not necessary to say
8107,2_writing,4_specific,"Revise to make it more formal. You can break them into smaller statements to convey the message clearly.""..not quite to the degree..."" is imprecise and unscientific. Consider ""but was not significant"" instead. Look for similar mistakes in the rest of the report and revise."
8108,2_writing,3_general,Avoid this recipe style of writing methods section because that’s not how it is used in a scientific literature. Check primary literature on similar experiments to see how they wrote their methods section and revise.
8109,1_basic,3_general,Outside sources missing (Basic Criteria)
8110,2_writing,2_copyedit,"Avoid using “correct” as there is always some uncertainties in science. Your data may always have come from a reason separate from your original hypothesis. As such, I would say “supported”"
8111,3_technical,2_copyedit,Control would be a better word choice
8112,2_writing,3_general,"This is all slightly confusing, try to condense this into one cohesive thought"
8113,3_technical,2_copyedit,Specify the used chemical. Tubocurarine is not the only one.
8114,2_writing,4_specific,"Avoid saying “proved”. Data are never wrong or right…rather, they do or don’t “support” your hypothesis"
8115,3_technical,2_copyedit,How much of this did you inject?
8116,3_technical,3_general,Standard deviations? Mean and SD should be reported together.
8117,3_technical,8_nobasis,In order of increased aggressiveness?
8118,3_technical,2_copyedit,20x.
8119,3_technical,2_copyedit,Three times on the same plant? Or do you mean for three replicates? Make sure you are clear!
8120,2_writing,4_specific,"First, give me a really simple sentence that gives me an idea of what signal transduction is and why it’s necessary for cells."
8121,2_writing,4_specific,"Summarize this, into one coherent and understandable sentence. Basically what did they add, what did it change, what result did they see (in simple terms)"
