"","subject","structure","text"
"7796","outgroup","outgroup","Why do you think this is necessary? Does this explain the results? If not, then you don’t need it."
"7797","ingroup","ingroup","You are missing standard deviations in the table.This table should be referenced in the text of the results because you talk about this information in that section."
"7798","ingroup","ingroup","You could be more specific. What is the process affected by Martin’s IGR?"
"7799","outgroup","ingroup","You need to improve the background information in the Abstract. Select the information most important to understand your prediction and write it down in 1-2 sentences. Include your hypothesis or prediction."
"7800","outgroup","outgroup","You said that you expect similar results, but you didn’t explain their results. I would recommend you to actually mention what would you expect, instead of saying similar results."
"7801","ingroup","outgroup","5 drops into their food of 10g"
"7802","outgroup","outgroup","Good but try to make this more concise."
"7803","ingroup","outgroup","It wasn’t proven, but supported, and not by the graphs, by the results."
"7804","outgroup","ingroup","Remove this and save it for the discussion."
"7805","outgroup","outgroup","Say support. Proved is too strong here"
"7806","outgroup","ingroup","This belongs in the discussion rather than here."
"7807","outgroup","ingroup","This can be consolidate with the comment above. You would say that the results support the hypothesis, and then state the p-values.  You would then include a sentence about the biological reason why you got the results and why adding JH would have had this effect."
"7808","outgroup","ingroup","This goes against the p-value results and doesn’t help your argument."
"7809","ingroup","ingroup","This is good but needs the appropriate error bars (the s.d. for the exp. and control will probably not be the same value. You will calculate the s.d.’s and then input them in as “custom” error bars).Also figures don’t need titles."
"7810","ingroup","outgroup","This is raw data and shouldn’t be in your Report"
"7811","outgroup","outgroup","This is unclear"
"7812","ingroup","ingroup","What means?  Mean of weight? Length?"
"7813","ingroup","outgroup","What was the dilution of the precor treatment solution you added to the food?"
"7814","ingroup","outgroup","Which one?"
"7815","outgroup","outgroup","You only need to state the alternative hypothesis.  This is accomplished in the sentence that follows this comment."
"7816","ingroup","ingroup","Your data does not look like it would be significant.  Try to run a t-test on the difference in weight/length between the first and last day of each manduca.  Let me know if you want clarification."
"7817","ingroup","outgroup","Your figures need captions. There is a section in the research guide explaining how to make these."
"7818","outgroup","ingroup","Isn’t this the opposite of what your experiment found?"
"7819","ingroup","outgroup","Also, your caption for each figure should begin with the figure number (“Figure 3”) followed by the figure title and then any further information."
"7820","ingroup","outgroup","Make it clear that the standard deviation is represented by the error bars."
"7821","ingroup","outgroup","Number your figures in the order to which you refer to them."
"7822","ingroup","outgroup","Per 10g?"
"7823","ingroup","outgroup","See p. 42 in resource guide for correct in-text citation formatting"
"7824","outgroup","ingroup","This is interpretation and should go in your discussion, not in your results. Since this is the only major error in this report, I am giving you a “needs major improvements” and a warning instead of failing this report, so that you can revise it for full credit. If you are confused by what does and does not count as interpretation, please come see me or email me."
"7825","outgroup","ingroup","This reads like intro material, so if you are using it to set up the next sentence, connect them."
"7826","ingroup","ingroup","Which statistical test(s) did you run?"
"7827","ingroup","ingroup","While not technically wrong, these tables are not helpful and there is little reason to include them since what they show could be better illustrated in a graph."
"7828","ingroup","ingroup","As we’re less interested in the exact value of the standard deviation, I would just include this as the error bars on the graph without stating the exact values."
"7829","outgroup","ingroup","Even half a sentence on why this would happen would be good."
"7830","ingroup","outgroup","What do the error bars represent?"
"7831","ingroup","outgroup","You can use ordinary parentheses () for referencing your own figures."
"7832","ingroup","outgroup","You don’t need to include this statement about variables (I know the resource guide asks for it) if you don’t wish to."
