unique.record,report.id,sort,report.title,student,course,ta,lab,tag,type.TA,grade.TA,grading.time,Rank,hypothesis.ok,data.ok,citation.ok,interpretation.ok,organization.ok,techflaws.ok,writing.ok,comments.incorporated,ta.comment,code.subject,code.structure,code.locus,code.scope,code.tone,code.notes
Sp18.07755,R_9AlRDGx5jU6yPCl,8653,,Std_ZsGlQZKk,114,TA_TaMqWbpv,manduca,first,Revision,A,5,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,"0.03mL, next time do the math as well, don’t make your reader calculate how many mL you added",3. Technical and Scientific,Specific info,Explanatory,Beyond Report,Neutral,
Sp18.07756,R_9AlRDGx5jU6yPCl,8654,,Std_ZsGlQZKk,114,TA_TaMqWbpv,manduca,first,Revision,A,5,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,0.5.3?,3. Technical and Scientific,Pointer,Corrective,Within Report,Neutral,
Sp18.07757,R_9AlRDGx5jU6yPCl,8655,,Std_ZsGlQZKk,114,TA_TaMqWbpv,manduca,first,Revision,A,5,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,In the future include the results of your stats in the figure caption,3. Technical and Scientific,General info,,,,
Sp18.07758,R_9AlRDGx5jU6yPCl,8656,,Std_ZsGlQZKk,114,TA_TaMqWbpv,manduca,first,Revision,A,5,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,"statisticall insignificant. Your results are correct, you did them, the two groups just are not different from each other according to stats",3. Technical and Scientific,Specific info,,,,
Sp18.07759,R_9AlRDGx5jU6yPCl,8657,,Std_ZsGlQZKk,114,TA_TaMqWbpv,manduca,first,Revision,A,5,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,That’s not really what standard deviation is,3. Technical and Scientific,Copy Correction,,,,
Sp18.07760,R_9AlRDGx5jU6yPCl,8658,,Std_ZsGlQZKk,114,TA_TaMqWbpv,manduca,first,Revision,A,5,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,These can all be condensed into one sentence,2. Writing Quality,General info,,,,
Sp18.07761,R_9AlRDGx5jU6yPCl,8659,,Std_ZsGlQZKk,114,TA_TaMqWbpv,manduca,first,Revision,A,5,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,This title can still be condensed but isn’t a problem here,2. Writing Quality,General info,,,,
Sp18.07762,R_9AlRDGx5jU6yPCl,8660,,Std_ZsGlQZKk,114,TA_TaMqWbpv,manduca,first,Revision,A,5,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,You don’t need to justify what stat test you are doing,3. Technical and Scientific,Copy Correction,,,,
Sp18.07763,R_9AlRDGx5jU6yPCl,8661,,Std_ZsGlQZKk,114,TA_TaMqWbpv,manduca,first,Revision,A,5,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Your next sentence contains this information so you don’t need to state this,2. Writing Quality,General info,,,,
Sp18.07764,R_9AMtAovmwxqqZ8h,8662,,Std_j4KpJlWe,114,TA_kKK8bPFb,manduca,first,Submission,F,15,,Yes,Yes,Yes,No,No,No,Yes,,Abstract need improvement. See link at the end for guidance.,2. Writing Quality,No basis to judge,,,,
Sp18.07765,R_9AMtAovmwxqqZ8h,8663,,Std_j4KpJlWe,114,TA_kKK8bPFb,manduca,first,Submission,F,15,,Yes,Yes,Yes,No,No,No,Yes,,Cite figures or tables,3. Technical and Scientific,General info,,,FLAG,
Sp18.07766,R_9AMtAovmwxqqZ8h,8664,,Std_j4KpJlWe,114,TA_kKK8bPFb,manduca,first,Submission,F,15,,Yes,Yes,Yes,No,No,No,Yes,,https://sites.google.com/a/wfu.edu/biocore-resources/3-resource-guide/3h-citing-sources,3. Technical and Scientific,General info,,,,
Sp18.07767,R_9AMtAovmwxqqZ8h,8665,,Std_j4KpJlWe,114,TA_kKK8bPFb,manduca,first,Submission,F,15,,Yes,Yes,Yes,No,No,No,Yes,,List should include publication year,3. Technical and Scientific,Copy Correction,,,,
Sp18.07768,R_9AMtAovmwxqqZ8h,8666,,Std_j4KpJlWe,114,TA_kKK8bPFb,manduca,first,Submission,F,15,,Yes,Yes,Yes,No,No,No,Yes,,Make a plot for control vs treatment (2 bars only),3. Technical and Scientific,Copy Correction,,,,
Sp18.07769,R_9AMtAovmwxqqZ8h,8667,,Std_j4KpJlWe,114,TA_kKK8bPFb,manduca,first,Submission,F,15,,Yes,Yes,Yes,No,No,No,Yes,,"No interpretation, just trends.",1. Basic Criteria,General info,Directive,Within Report,Neutral,
Sp18.07770,R_9AMtAovmwxqqZ8h,8668,,Std_j4KpJlWe,114,TA_kKK8bPFb,manduca,first,Submission,F,15,,Yes,Yes,Yes,No,No,No,Yes,,No URLs for peer reviewed articles.,3. Technical and Scientific,General info,,,,
Sp18.07771,R_9AMtAovmwxqqZ8h,8669,,Std_j4KpJlWe,114,TA_kKK8bPFb,manduca,first,Submission,F,15,,Yes,Yes,Yes,No,No,No,Yes,,See link at the end for final improvement,2. Writing Quality,No basis to judge,,,,
Sp18.07772,R_9AMtAovmwxqqZ8h,8670,,Std_j4KpJlWe,114,TA_kKK8bPFb,manduca,first,Submission,F,15,,Yes,Yes,Yes,No,No,No,Yes,,Show results. At least p-values,3. Technical and Scientific,Specific info,,,,
Sp18.07773,R_9AMtAovmwxqqZ8h,8671,,Std_j4KpJlWe,114,TA_kKK8bPFb,manduca,first,Submission,F,15,,Yes,Yes,Yes,No,No,No,Yes,,State the trend,3. Technical and Scientific,Specific info,,,,
Sp18.07774,R_9AMtAovmwxqqZ8h,8672,,Std_j4KpJlWe,114,TA_kKK8bPFb,manduca,first,Submission,F,15,,Yes,Yes,Yes,No,No,No,Yes,,This comes later when discussing your results,2. Writing Quality,Specific info,,,,
Sp18.07775,R_9AMtAovmwxqqZ8h,8673,,Std_j4KpJlWe,114,TA_kKK8bPFb,manduca,first,Submission,F,15,,Yes,Yes,Yes,No,No,No,Yes,,Use the averages of these data for your graph.,3. Technical and Scientific,Specific info,,,,
Sp18.07776,R_9AMtAovmwxqqZ8h,8674,,Std_j4KpJlWe,114,TA_kKK8bPFb,manduca,first,Submission,F,15,,Yes,Yes,Yes,No,No,No,Yes,,Visit the link at the end for final draft improvement.,8. No basis to judge,No basis to judge,,,,
Sp18.07777,R_9AMtAovmwxqqZ8h,8675,,Std_j4KpJlWe,114,TA_kKK8bPFb,manduca,first,Submission,F,15,,Yes,Yes,Yes,No,No,No,Yes,,We make conclusion at the end of discussion not when describing results.,2. Writing Quality,General info,,,,
Sp18.07778,R_9AMtAovmwxqqZ8h,8676,,Std_j4KpJlWe,114,TA_kKK8bPFb,manduca,first,Submission,F,15,,Yes,Yes,Yes,No,No,No,Yes,,What are they?,8. No basis to judge,No basis to judge,,,,
Sp18.07779,R_9B42v0JGkiIX5Rj,8677,,Std_9e9OxIM6,114,TA_l0zDB5kQ,manduca,first,Revision,A,10,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Grade: 4Great job Evan!,12. Narrative Comments,General info,,,,
Sp18.07780,R_9EkKWRtKksb2FVj,8678,,Std_dbeNieJf,113,TA_fMNrLFgi,allocation,first,Submission,F,12,,Yes,Yes,No,Yes,Yes,No,No,,Avoid this list-style writing. Use complete sentences ,2. Writing Quality,General info,,,,
Sp18.07781,R_9EkKWRtKksb2FVj,8679,,Std_dbeNieJf,113,TA_fMNrLFgi,allocation,first,Submission,F,12,,Yes,Yes,No,Yes,Yes,No,No,,"Have to have primary, peer-reviewed literature ",1. Basic Criteria,General info,Directive,Within Report,Neutral,
Sp18.07782,R_9EkKWRtKksb2FVj,8680,,Std_dbeNieJf,113,TA_fMNrLFgi,allocation,first,Submission,F,12,,Yes,Yes,No,Yes,Yes,No,No,,"Hypotheses are never correct or incorrect. Rather, your data do or don’t support the hypothesis ",2. Writing Quality,General info,,,,
Sp18.07783,R_9EkKWRtKksb2FVj,8681,,Std_dbeNieJf,113,TA_fMNrLFgi,allocation,first,Submission,F,12,,Yes,Yes,No,Yes,Yes,No,No,,Much of this could go in the results section ,2. Writing Quality,Specific info,,,,
Sp18.07784,R_9EkKWRtKksb2FVj,8682,,Std_dbeNieJf,113,TA_fMNrLFgi,allocation,first,Submission,F,12,,Yes,Yes,No,Yes,Yes,No,No,,Need some more background info about how acid rain would affect soil and resource allocation ,2. Writing Quality,Specific info,,,,
Sp18.07785,R_9EkKWRtKksb2FVj,8683,,Std_dbeNieJf,113,TA_fMNrLFgi,allocation,first,Submission,F,12,,Yes,Yes,No,Yes,Yes,No,No,,"Since the p value was not significant, you have to conclude that there was no difference ",3. Technical and Scientific,Specific info,,,,
Sp18.07786,R_9EkKWRtKksb2FVj,8684,,Std_dbeNieJf,113,TA_fMNrLFgi,allocation,first,Submission,F,12,,Yes,Yes,No,Yes,Yes,No,No,,Some problems with interpretation here ,4. Logic and Thinking,General info,,,,
Sp18.07787,R_9EkKWRtKksb2FVj,8685,,Std_dbeNieJf,113,TA_fMNrLFgi,allocation,first,Submission,F,12,,Yes,Yes,No,Yes,Yes,No,No,,This is not primary peer-reviewed literature ,3. Technical and Scientific,Specific info,,,,
Sp18.07788,R_9EkKWRtKksb2FVj,8686,,Std_dbeNieJf,113,TA_fMNrLFgi,allocation,first,Submission,F,12,,Yes,Yes,No,Yes,Yes,No,No,,What kind of t test? One or two tailed? ,3. Technical and Scientific,Copy Correction,,,,
Sp18.07789,R_9ETRxJVCV4Uw5lX,8687,,Std_Jj5evFDR,114,TA_axAQrfTP,manduca,first,Revision,A,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"HI Hannah, Great lab report! You changed pretty much everything that needed changing and so earned a higher grade! Keep up the good work for the next one - A",12. Narrative Comments,General info,,,,
Sp18.07790,R_9ETRxJVCV4Uw5lX,8688,,Std_Jj5evFDR,114,TA_axAQrfTP,manduca,first,Revision,A,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"This is the concentration of the hormone, so it should go in the methods section",3. Technical and Scientific,Specific info,,,,
Sp18.07791,R_9ETRxJVCV4Uw5lX,8689,,Std_Jj5evFDR,114,TA_axAQrfTP,manduca,first,Revision,A,4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"You can actually put your statistical results in your figure caption (i.e. our p-value was x, so the difference between the groups is significant/non-significant)",3. Technical and Scientific,Copy Correction,,,,
Sp18.07792,R_9F78biAJ9EyyxBn,8690,,Std_FRlaGFDL,214,TA_T8nPUAZg,photosynthesis,first,Revision,A,7,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Pay attention to that word limit!,2. Writing Quality,General info,,,,
Sp18.07793,R_9F78biAJ9EyyxBn,8691,,Std_FRlaGFDL,214,TA_T8nPUAZg,photosynthesis,first,Revision,A,7,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Are you sure? More like decreasing the extent of absorbance decrease, if you’re anticipating a decrease in photosynthetic activity.",3. Technical and Scientific,Specific info,,,,
Sp18.07794,R_9F78biAJ9EyyxBn,8692,,Std_FRlaGFDL,214,TA_T8nPUAZg,photosynthesis,first,Revision,A,7,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,For what?!,3. Technical and Scientific,No basis to judge,,,,
Sp18.07795,R_9F78biAJ9EyyxBn,8693,,Std_FRlaGFDL,214,TA_T8nPUAZg,photosynthesis,first,Revision,A,7,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Pay attention to flow! This seems awkward here.,2. Writing Quality,General info,,,,
Sp18.07796,R_9F78biAJ9EyyxBn,8694,,Std_FRlaGFDL,214,TA_T8nPUAZg,photosynthesis,first,Revision,A,7,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"So, be clear that this transition is from blue to colorless.",3. Technical and Scientific,Specific info,,,,
Sp18.07797,R_9FC9P20LFwTKUVT,8695,,Std_2cPZ3kIC,113,TA_YiRfsy28,allocation,first,Submission,B,12,36,Yes,Yes,Yes,Yes,Yes,No,Yes,,2 sig figs is enough!,3. Technical and Scientific,Copy Correction,Directive,Within Report,Neutral,
Sp18.07798,R_9FC9P20LFwTKUVT,8695,,Std_2cPZ3kIC,113,TA_YiRfsy28,allocation,first,Submission,B,12,37,Yes,Yes,Yes,Yes,Yes,No,Yes,,Otherwise – good job on this section. ,5. Praise or Concern,General info,Explanatory,Within Report,,
Sp18.07799,R_9FC9P20LFwTKUVT,8696,,Std_2cPZ3kIC,113,TA_YiRfsy28,allocation,first,Submission,B,12,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Error bars? ,3. Technical and Scientific,Specific info,Corrective,Within Report,Neutral,
Sp18.0780,R_9FC9P20LFwTKUVT,8697,,Std_2cPZ3kIC,113,TA_YiRfsy28,allocation,first,Submission,B,12,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"Not for length, right? The result is not statistically significant. ",3. Technical and Scientific,Specific info,,,,
Sp18.07801,R_9FC9P20LFwTKUVT,8698,,Std_2cPZ3kIC,113,TA_YiRfsy28,allocation,first,Submission,B,12,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"Start by talking about resource allocation or other concepts covered in this unit  - set the reader up to think about the context for your experiment. Overall, I think your intro is structured well, but you need to fill in some gaps to make it flow more smoothly. Perhaps you could dedicate 1-2 sentences to the mechanisms behind plant responses to light/shade – what is going on in a plant that makes it change its allocation patterns based on light availability?",2. Writing Quality,Holistic,,,,
Sp18.07802,R_9FC9P20LFwTKUVT,8699,,Std_2cPZ3kIC,113,TA_YiRfsy28,allocation,first,Submission,B,12,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"This is a little bit informal. Try something like, “We began by planting ## buckwheat seeds, which grew in the greenhouse for 14 days.” Then you can include the supporting details. ",2. Writing Quality,Copy Correction,,,,
Sp18.07803,R_9FC9P20LFwTKUVT,8700,,Std_2cPZ3kIC,113,TA_YiRfsy28,allocation,first,Submission,B,12,,Yes,Yes,Yes,Yes,Yes,No,Yes,,This is a weak statement. Can you think of something more specific? ,4. Logic and Thinking,General info,,,,
Sp18.07804,R_9FC9P20LFwTKUVT,8701,,Std_2cPZ3kIC,113,TA_YiRfsy28,allocation,first,Submission,B,12,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"What did you measure? How many replicates? What type of t-test, specifically?",3. Technical and Scientific,Specific info,,,,
Sp18.07805,R_9FC9P20LFwTKUVT,8702,,Std_2cPZ3kIC,113,TA_YiRfsy28,allocation,first,Submission,B,12,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"Yes for length, not for weight – this is exactly why we use statistical tests. There is a reason, but you may not have measured or anticipated it. How did your experiment differ from the one you cite here? That may be the key to figuring out why your results are different. ",4. Logic and Thinking,Specific info,,,,
Sp18.07806,R_9FiGKv6JBN5wExn,8703,,Std_az2adBbj,114,TA_l0zDB5kQ,manduca,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Good intro.,5. Praise or Concern,General info,,,,
Sp18.07807,R_9FiGKv6JBN5wExn,8704,,Std_az2adBbj,114,TA_l0zDB5kQ,manduca,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Grade: 2  TFGood job! Just need to tweak a few things.,12. Narrative Comments,General info,,,,
Sp18.07808,R_9FiGKv6JBN5wExn,8705,,Std_az2adBbj,114,TA_l0zDB5kQ,manduca,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,Yes,,Run the t-test,3. Technical and Scientific,Specific info,,,,
Sp18.07809,R_9FiGKv6JBN5wExn,8706,,Std_az2adBbj,114,TA_l0zDB5kQ,manduca,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,Yes,,The word smaller doesn’t make sense here because the treatment group was bigger than the control. ,2. Writing Quality,Copy Correction,,,,
Sp18.07810,R_9FiGKv6JBN5wExn,8707,,Std_az2adBbj,114,TA_l0zDB5kQ,manduca,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,Yes,,These are good but need a couple more things. Include a legend in words (blue means this grey means that) and you should remove the sentence about stats significance (but leave the stats values the way they are).,3. Technical and Scientific,Specific info,,,,
Sp18.07811,R_9FiGKv6JBN5wExn,8708,,Std_az2adBbj,114,TA_l0zDB5kQ,manduca,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,Yes,,"This is raw data and is better suited for your notebook.  You should have a paragraph that sums up your entire results:  include the averages that are most important, the statistics results, and any other observation that you bring up in your argument in the discussion. ",3. Technical and Scientific,Specific info,,,,
Sp18.07812,R_9FiGKv6JBN5wExn,8709,,Std_az2adBbj,114,TA_l0zDB5kQ,manduca,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,Yes,,This is unclear,2. Writing Quality,General info,,,,
Sp18.07813,R_9FiGKv6JBN5wExn,8710,,Std_az2adBbj,114,TA_l0zDB5kQ,manduca,first,Submission,C,15,,Yes,Yes,Yes,Yes,Yes,No,Yes,,You need to expand on this more. Why would increased weight and length be connected with increased JH?  It has to do with the commitment pulse but you need to say more about that.,4. Logic and Thinking,Holistic,,,,
Sp18.07814,R_9GFMntn5jRTWNzD,8711,,Std_OJEUVw25,114,TA_2R8KStqZ,manduca,first,Revision,A,6.5,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Good report, but please be sure to proofread for grammar and punctuation errors and consistency in edits. ",2. Writing Quality,General info,,,,
Sp18.07815,R_9GFMntn5jRTWNzD,8712,,Std_OJEUVw25,114,TA_2R8KStqZ,manduca,first,Revision,A,6.5,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Is this a citation? Be consistent with your format. ,3. Technical and Scientific,Copy Correction,,,,
Sp18.07816,R_9Hvg61g6Q7VRRAh,8713,,Std_dxAwD4J4,114,TA_TaMqWbpv,manduca,first,Revision,B,7,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Careful, this was change in weight not weight",3. Technical and Scientific,Copy Correction,,,,
Sp18.07817,R_9Hvg61g6Q7VRRAh,8714,,Std_dxAwD4J4,114,TA_TaMqWbpv,manduca,first,Revision,B,7,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,You can just say error bars represent standard deviation and the numbers you list earlier are what people will already know as the standard dev,3. Technical and Scientific,Copy Correction,,,,
Sp18.07818,R_9Hvg61g6Q7VRRAh,8715,,Std_dxAwD4J4,114,TA_TaMqWbpv,manduca,first,Revision,B,7,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,You can report this value,3. Technical and Scientific,Specific info,,,,
Sp18.07819,R_9HwW4AhTzHV5Uz3,8716,,Std_MHlYBahq,114,TA_2R8KStqZ,manduca,first,Submission,F,12,,Yes,Yes,No,Yes,No,No,Yes,,"Choose a different tense. Present or past is better. You use past later in this same paragraph, so stick with that.",2. Writing Quality,Specific info,,,,
Sp18.07820,R_9HwW4AhTzHV5Uz3,8717,,Std_MHlYBahq,114,TA_2R8KStqZ,manduca,first,Submission,F,12,,Yes,Yes,No,Yes,No,No,Yes,,"If your t-test had a low p-value (not sure if it did), then your hypothesis is supported, but cannot be “proven” or shown to be “correct” definitively. ",3. Technical and Scientific,Copy Correction,,,,
Sp18.07821,R_9HwW4AhTzHV5Uz3,8718,,Std_MHlYBahq,114,TA_2R8KStqZ,manduca,first,Submission,F,12,,Yes,Yes,No,Yes,No,No,Yes,,"No citations in the abstract. If it’s specific enough to need a citation, that’s too much detail for the abstract. ",2. Writing Quality,Holistic,,,FLAG,
Sp18.07822,R_9HwW4AhTzHV5Uz3,8719,,Std_MHlYBahq,114,TA_2R8KStqZ,manduca,first,Submission,F,12,,Yes,Yes,No,Yes,No,No,Yes,,"Report p-value, not t-value",3. Technical and Scientific,Copy Correction,,,,
Sp18.07823,R_9HwW4AhTzHV5Uz3,8720,,Std_MHlYBahq,114,TA_2R8KStqZ,manduca,first,Submission,F,12,,Yes,Yes,No,Yes,No,No,Yes,,"These captions are not sufficiently detailed. For example, what do the error bars in Figure 1 represent?",3. Technical and Scientific,Specific info,,,,
Sp18.07824,R_9HwW4AhTzHV5Uz3,8721,,Std_MHlYBahq,114,TA_2R8KStqZ,manduca,first,Submission,F,12,,Yes,Yes,No,Yes,No,No,Yes,,"This belongs at the end of your intro, NOT your methods.",2. Writing Quality,Specific info,,,,
Sp18.07825,R_9HwW4AhTzHV5Uz3,8722,,Std_MHlYBahq,114,TA_2R8KStqZ,manduca,first,Submission,F,12,,Yes,Yes,No,Yes,No,No,Yes,,This discussion needs to be longer,2. Writing Quality,General info,,,,
Sp18.07826,R_9HwW4AhTzHV5Uz3,8723,,Std_MHlYBahq,114,TA_2R8KStqZ,manduca,first,Submission,F,12,,Yes,Yes,No,Yes,No,No,Yes,,"This is interpretation, which belongs in your discussion, not your results. ",1. Basic Criteria,Specific info,,,,
Sp18.07827,R_9HwW4AhTzHV5Uz3,8724,,Std_MHlYBahq,114,TA_2R8KStqZ,manduca,first,Submission,F,12,,Yes,Yes,No,Yes,No,No,Yes,,"This is not actually the correct citation format. I understand that it was in the annotation exercise, but the format your resource guide (p42) asks for is [Author: Year]. ",3. Technical and Scientific,General info,,,,
Sp18.07828,R_9HwW4AhTzHV5Uz3,8725,,Std_MHlYBahq,114,TA_2R8KStqZ,manduca,first,Submission,F,12,,Yes,Yes,No,Yes,No,No,Yes,,This is not how a t-test works,3. Technical and Scientific,General info,,,,
Sp18.07829,R_9HwW4AhTzHV5Uz3,8726,,Std_MHlYBahq,114,TA_2R8KStqZ,manduca,first,Submission,F,12,,Yes,Yes,No,Yes,No,No,Yes,,t-value? We only care about the p-value (which cannot be above 1),3. Technical and Scientific,Specific info,,,,
Sp18.07830,R_9HwW4AhTzHV5Uz3,8727,,Std_MHlYBahq,114,TA_2R8KStqZ,manduca,first,Submission,F,12,,Yes,Yes,No,Yes,No,No,Yes,,unncessary,2. Writing Quality,Pointer,,,,
Sp18.07831,R_9HwW4AhTzHV5Uz3,8728,,Std_MHlYBahq,114,TA_2R8KStqZ,manduca,first,Submission,F,12,,Yes,Yes,No,Yes,No,No,Yes,,Unnecessary,2. Writing Quality,Copy Correction,,,,
Sp18.07832,R_9HwW4AhTzHV5Uz3,8729,,Std_MHlYBahq,114,TA_2R8KStqZ,manduca,first,Submission,F,12,,Yes,Yes,No,Yes,No,No,Yes,,"Websites are generally not primary literature, although they can be used as secondary sources (like the lab manual)",3. Technical and Scientific,General info,,,,
Sp18.07833,R_9HwW4AhTzHV5Uz3,8730,,Std_MHlYBahq,114,TA_2R8KStqZ,manduca,first,Submission,F,12,,Yes,Yes,No,Yes,No,No,Yes,,Where is your hypothesis!?,1. Basic Criteria,Specific info,,,,
Sp18.07834,R_9HwW4AhTzHV5Uz3,8731,,Std_MHlYBahq,114,TA_2R8KStqZ,manduca,first,Submission,F,12,,Yes,Yes,No,Yes,No,No,Yes,,"You need to refer people to your figures/tables in the results. If you are not going to reference a figure/table in the results and/or discussion, don’t include it. ",3. Technical and Scientific,General info,,,,
Sp18.07835,R_9KR7rUsepXzLO17,8732,,Std_hB9pGzy8,114,TA_kLMtS9Cu,manduca,first,Submission,C,20,,Yes,Yes,Yes,Yes,Yes,No,No,,Can you be more specific?,2. Writing Quality,Copy Correction,,,,
Sp18.07836,R_9KR7rUsepXzLO17,8733,,Std_hB9pGzy8,114,TA_kLMtS9Cu,manduca,first,Submission,C,20,,Yes,Yes,Yes,Yes,Yes,No,No,,Figure legends should be self-explanatory. Missing details to understand the graphs,3. Technical and Scientific,General info,,,,
Sp18.07837,R_9KR7rUsepXzLO17,8734,,Std_hB9pGzy8,114,TA_kLMtS9Cu,manduca,first,Submission,C,20,,Yes,Yes,Yes,Yes,Yes,No,No,,"How is this information different than the figures? Do not repeat information.Standard errors for the means for every dayIf you reported the SD per group, then you also should report the mean per group.",3. Technical and Scientific,Specific info,Corrective,Within Report,,
